event_time,user_id,category,amount,status
2026-05-29 20:01:04,u529,electronics,446.58,cancelled
2026-05-29 20:01:04,u769,sports,265.35,pending
2026-05-29 20:01:04,u696,clothing,493.42,paid
2026-05-29 20:09:34,u552,clothing,404.19,cancelled
2026-05-29 20:09:34,u433,clothing,210.36,pending
2026-05-29 20:09:34,u854,sports,114.01,cancelled
2026-05-29 20:09:34,u814,sports,325.38,paid
2026-05-29 20:09:34,u280,home,425.63,cancelled
2026-05-29 20:14:54,u190,home,255.09,paid
2026-05-29 20:14:54,u349,clothing,459.31,pending
2026-05-29 20:14:54,u704,books,467.19,cancelled
2026-05-29 20:14:54,u592,sports,330.91,paid
2026-05-29 20:14:54,u719,sports,278.65,paid
2026-05-27 14:10:30,u746,home,291.64,paid
2026-05-27 14:10:30,u756,home,270.94,paid
2026-05-27 14:10:30,u376,clothing,22.88,pending
2026-05-27 14:10:30,u312,sports,313.17,paid
2026-05-27 14:10:35,u916,clothing,60.2,pending
2026-05-27 14:10:35,u171,home,199.43,pending
2026-05-27 14:10:35,u913,electronics,182.83,pending
2026-05-27 14:10:35,u998,books,456.24,paid
2026-05-27 14:10:40,u971,sports,346.15,cancelled
2026-05-27 14:10:40,u254,home,197.41,pending
2026-05-27 14:10:40,u900,electronics,348.39,paid
2026-05-27 14:10:40,u571,clothing,69.22,paid
2026-05-27 14:10:40,u323,electronics,36.27,paid
2026-05-27 14:06:45,u208,electronics,435.67,cancelled
2026-05-27 14:06:45,u479,home,214.59,pending
2026-05-27 14:06:45,u914,electronics,113.79,cancelled
2026-05-29 00:22:16,u795,books,438.5,paid
2026-05-29 00:22:16,u710,electronics,118.62,paid
2026-05-29 00:22:16,u412,sports,284.2,paid
2026-05-29 00:27:10,u568,electronics,277.68,pending
2026-05-29 00:27:10,u232,electronics,470.57,paid
2026-05-29 00:27:10,u354,home,234.01,pending
2026-05-29 00:27:10,u398,books,278.69,cancelled
2026-05-29 00:27:10,u872,clothing,24.13,paid
2026-05-29 00:57:02,u976,electronics,456.72,paid
2026-05-29 00:57:02,u517,electronics,499.64,paid
2026-05-29 00:57:02,u204,clothing,125.13,cancelled
2026-05-29 20:01:25,u911,electronics,102.96,paid
2026-05-29 20:01:25,u650,clothing,406.03,pending
2026-05-29 20:01:25,u494,sports,310.55,cancelled
2026-05-29 20:01:25,u744,clothing,100.33,paid
2026-05-29 20:09:54,u269,home,39.41,pending
2026-05-29 20:09:54,u788,clothing,120.62,cancelled
2026-05-29 20:09:54,u526,electronics,362.25,pending
2026-05-29 20:09:54,u614,clothing,62.4,paid
2026-05-29 20:15:14,u762,sports,336.58,pending
2026-05-29 20:15:14,u632,electronics,188.67,pending
2026-05-29 20:15:14,u947,sports,144.98,paid
2026-05-27 14:06:50,u541,home,296.04,cancelled
2026-05-27 14:06:50,u492,home,481.23,cancelled
2026-05-27 14:06:50,u235,home,30.96,paid
2026-05-29 00:22:21,u750,electronics,268.45,pending
2026-05-29 00:22:21,u234,books,195.48,paid
2026-05-29 00:22:21,u931,books,386.48,paid
2026-05-29 00:22:21,u122,clothing,123.72,cancelled
2026-05-29 00:27:30,u149,sports,489.7,cancelled
2026-05-29 00:27:30,u305,sports,439.23,cancelled
2026-05-29 00:27:30,u222,books,202.65,paid
2026-05-29 00:57:22,u837,sports,138.35,pending
2026-05-29 00:57:22,u317,clothing,90.88,cancelled
2026-05-29 00:57:22,u735,sports,220.01,pending
2026-05-29 20:01:45,u532,electronics,293.18,pending
2026-05-29 20:01:45,u372,clothing,352.12,paid
2026-05-29 20:01:45,u859,home,82.51,paid
2026-05-29 20:01:45,u952,clothing,169.63,pending
2026-05-29 20:01:45,u715,clothing,484.4,pending
2026-05-29 20:10:14,u777,electronics,133.03,pending
2026-05-29 20:10:14,u467,clothing,248.48,pending
2026-05-29 20:10:14,u276,books,207.74,paid
2026-05-29 20:10:14,u491,home,457.44,cancelled
2026-05-29 20:10:14,u487,home,88.24,cancelled
2026-05-29 20:15:34,u289,home,330.42,cancelled
2026-05-29 20:15:34,u157,books,292.46,cancelled
2026-05-29 20:15:34,u495,sports,22.89,cancelled
2026-05-29 20:15:34,u427,home,36.28,pending
2026-05-27 14:06:55,u220,electronics,244.55,paid
2026-05-27 14:06:55,u591,books,381.73,cancelled
2026-05-27 14:06:55,u517,electronics,76.89,pending
2026-05-27 14:06:55,u940,electronics,224.55,paid
2026-05-29 00:22:26,u811,clothing,420.2,pending
2026-05-29 00:22:26,u386,books,359.56,paid
2026-05-29 00:22:26,u674,sports,382.69,paid
2026-05-29 00:22:26,u247,electronics,327.95,paid
2026-05-29 00:27:50,u524,sports,303.75,pending
2026-05-29 00:27:50,u249,sports,108.52,pending
2026-05-29 00:27:50,u232,electronics,104.93,paid
2026-05-29 00:27:50,u948,clothing,73.55,cancelled
2026-05-29 00:57:42,u608,electronics,459.85,cancelled
2026-05-29 00:57:42,u574,sports,216.07,paid
2026-05-29 00:57:42,u378,books,470.07,pending
2026-05-29 00:57:42,u467,home,168.08,cancelled
2026-05-29 00:57:42,u531,electronics,402.93,pending
2026-05-29 20:02:05,u593,home,93.71,paid
2026-05-29 20:02:05,u322,books,193.12,cancelled
2026-05-29 20:02:05,u590,books,278.87,cancelled
2026-05-29 20:02:05,u198,books,257.57,paid
2026-05-29 20:10:34,u329,sports,464.05,paid
2026-05-29 20:10:34,u489,home,399.66,paid
2026-05-29 20:10:34,u399,home,65.55,paid
2026-05-29 20:15:54,u629,sports,404.96,cancelled
2026-05-29 20:15:54,u318,books,493.53,cancelled
2026-05-29 20:15:54,u207,books,383.09,pending
2026-05-27 14:07:00,u816,electronics,245.43,pending
2026-05-27 14:07:00,u905,sports,305.39,paid
2026-05-27 14:07:00,u611,sports,266.42,paid
2026-05-27 14:07:00,u283,home,260.9,pending
2026-05-27 14:07:00,u927,clothing,205.85,cancelled
2026-05-29 00:22:31,u378,sports,463.36,paid
2026-05-29 00:22:31,u524,clothing,258.19,pending
2026-05-29 00:22:31,u311,clothing,10.44,paid
2026-05-29 00:22:31,u125,sports,426.48,pending
2026-05-29 00:22:31,u655,home,137.31,cancelled
2026-05-29 00:58:02,u758,home,55.83,cancelled
2026-05-29 00:58:02,u345,clothing,396.38,cancelled
2026-05-29 00:58:02,u798,sports,116.34,cancelled
2026-05-29 00:58:02,u629,sports,221.3,paid
2026-05-29 20:02:25,u289,home,256.1,cancelled
2026-05-29 20:02:25,u380,electronics,463.53,paid
2026-05-29 20:02:25,u401,clothing,181.44,cancelled
2026-05-29 20:10:54,u721,electronics,488.21,cancelled
2026-05-29 20:10:54,u745,sports,384.58,paid
2026-05-29 20:10:54,u753,electronics,343.5,paid
2026-05-29 20:10:54,u687,electronics,419.55,pending
2026-05-29 20:16:14,u620,home,309.99,paid
2026-05-29 20:16:14,u129,sports,92.41,paid
2026-05-29 20:16:14,u964,home,143.35,pending
2026-05-27 14:07:05,u501,sports,493.12,cancelled
2026-05-27 14:07:05,u482,books,407.85,paid
2026-05-27 14:07:05,u908,home,134.85,paid
2026-05-27 14:07:05,u429,clothing,456.5,paid
2026-05-27 14:07:05,u398,clothing,358.2,cancelled
2026-05-29 00:22:36,u741,books,180.22,pending
2026-05-29 00:22:36,u178,sports,115.16,cancelled
2026-05-29 00:22:36,u796,home,90.06,pending
2026-05-29 00:58:22,u888,electronics,138.41,paid
2026-05-29 00:58:22,u583,sports,153.69,paid
2026-05-29 00:58:22,u416,home,316.04,paid
2026-05-29 00:58:22,u921,books,111.62,paid
2026-05-29 20:02:45,u265,home,184.43,cancelled
2026-05-29 20:02:45,u375,home,190.41,pending
2026-05-29 20:02:45,u939,home,83.65,paid
2026-05-29 20:02:45,u522,books,318.56,paid
2026-05-29 20:11:14,u404,clothing,139.88,paid
2026-05-29 20:11:14,u121,home,117.09,pending
2026-05-29 20:11:14,u303,sports,310.74,pending
2026-05-29 20:11:14,u269,home,116.1,cancelled
2026-05-29 20:16:34,u398,books,317.06,paid
2026-05-29 20:16:34,u233,home,341.29,cancelled
2026-05-29 20:16:34,u414,sports,216.24,cancelled
2026-05-29 20:16:34,u989,sports,196.06,cancelled
2026-05-29 20:16:34,u805,home,214.93,pending
